job_id,title,company,category,collar_type,description,key_responsibilities,required_skills,preferred_skills,required_experience_years,required_education,preferred_certifications,location_city,location_province,salary_min_zmw,salary_max_zmw,employment_type,work_schedule,language_requirements,application_deadline,posted_date,benefits,growth_opportunities,company_size,industry_sector
JOB000224,Motorcycle Taxi Rider,Boda Boda Association,Transportation,Blue,"Boda Boda Association is registering new Motorcycle Taxi Riders for urban transport in Livingstone. You will provide affordable transportation services in areas inaccessible to cars, serving local communities and tourists. This entrepreneurial role requires excellent riding skills and knowledge of local routes in Zambia's tourist capital.",Passenger transport; Vehicle maintenance; Route knowledge; Customer service; Safety compliance,"Motorcycle license, Defensive riding, Local knowledge","Basic mechanics, Customer service, First aid",2,Grade 10 Certificate,"Motorcycle license, PSV permit",Livingstone,Southern Province,3000,6000,Self-employed,Flexible hours,"English (Basic), Tonga",22/12/2025,07/11/2025,"Association support, Group insurance, Radio service","Association leader, Trainer, Fleet owner",Small (1-50),Transportation
JOB000225,Water Pump Technician,Rural Water Projects,Utilities,Blue,"Rural Water Projects needs Water Pump Technicians for community water projects in Eastern Province. You will install, maintain, and repair water pumps that provide clean water to rural villages. This skilled role is crucial for improving public health and water access in some of Zambia's most underserved communities.",Pump installation; System maintenance; Repairs; Community training; Water quality testing,"Mechanical aptitude, Basic literacy, Problem-solving","Solar pumping, Hand pump repair, Water treatment",3,Grade 12 Certificate,Pump technician certification,Chipata,Eastern Province,3500,6000,Contract,Full-time (Monday-Friday),"English (Basic), Nyanja",25/12/2025,10/11/2025,"Travel allowance, Tool kit, Community benefits","Senior technician, Project coordinator, Trainer",Small (1-50),Utilities
JOB000226,Building Painter,Quality Painters Zambia,Construction,Blue,"Quality Painters Zambia is hiring Painters for residential and commercial projects in Ndola. You will prepare surfaces and apply paints, varnishes, and protective coatings to buildings and structures. This skilled trade requires attention to detail and knowledge of different painting techniques suitable for Zambia's climate and building materials.",Surface preparation; Paint mixing; Application techniques; Equipment cleaning; Safety procedures,"Painting skills, Color matching, Attention to detail","Decorative finishes, Spray painting, Surface repair",3,Grade 10 Certificate,Painting certification,Ndola,Copperbelt Province,3000,5500,Contract,Full-time (Monday-Friday),"English (Basic), Bemba",28/12/2025,12/11/2025,"Tool allowance, Material benefits, Training","Foreman, Estimator, Business owner",Small (1-50),Construction
JOB000227,Mine Compressor Operator,Kansanshi Mining,Mining,Blue,Kansanshi Mining requires Compressor Operators for our open-pit operations in Solwezi. You will operate and maintain air compressors that provide power for drilling and other mining activities. This specialized role requires technical knowledge and attention to equipment performance in a large-scale mining environment.,Compressor operation; Performance monitoring; Basic maintenance; Safety procedures; Energy efficiency,"Mechanical operation, Basic technical skills, Monitoring","Compressor systems, Maintenance procedures",3,Grade 12 Certificate,Compressor operation license,Solwezi,North-Western Province,5000,8500,Permanent,Shift work,"English (Basic), Local languages",16/12/2025,04/11/2025,"Mining benefits, Remote allowance, Training","Senior operator, Maintenance technician, Supervisor",Large (201-1000),Mining
JOB000228,Charcoal Producer,Sustainable Energy Cooperative,Energy,Blue,Sustainable Energy Cooperative welcomes Charcoal Producers for our managed woodlot operations near Lusaka. You will produce charcoal using efficient kilns and sustainable harvesting methods that protect Zambia's forests. This traditional occupation is being modernized to provide clean cooking fuel while maintaining environmental sustainability through proper forest management.,Wood harvesting; Kiln operation; Charcoal production; Quality control; Sustainable practices,"Basic forestry knowledge, Physical work, Quality awareness","Sustainable harvesting, Kiln technology, Business skills",2,Grade 7 Certificate,"Forestry training, Business license",Chongwe,Lusaka Province,2500,5000,Cooperative,Seasonal work,"Bemba/Nyanja, English (Basic)",30/12/2025,15/11/2025,"Cooperative share, Training, Market access","Production manager, Quality controller, Cooperative leader",Small (1-50),Energy
JOB000229,Tire Repair Technician,Roadside Services Zambia,Automotive,Blue,"Roadside Services Zambia needs Tire Repair Technicians for our mobile service units across major highways. You will repair and replace tires for commercial and passenger vehicles, providing essential roadside assistance on Zambia's transport routes. This skilled service role requires technical knowledge and the ability to work efficiently in various roadside conditions.",Tire repair and replacement; Wheel balancing; Puncture repair; Customer service; Mobile workshop,"Tire repair skills, Basic mechanics, Customer service","Commercial tires, Wheel alignment, Mobile equipment",3,Grade 10 Certificate,Tire service certification,Lusaka,Lusaka Province,3200,5800,Permanent,Shift work including weekends,"English (Basic), Bemba",20/12/2025,05/11/2025,"Travel allowance, Tool kit, Uniform","Service manager, Workshop supervisor, Trainer",Medium (51-200),Automotive
JOB000230,Construction Steel Fixer,Building Structures Zambia,Construction,Blue,"Building Structures Zambia is hiring Steel Fixers for reinforced concrete projects in Lusaka. You will cut, bend, and install steel reinforcement bars according to engineering specifications for buildings and infrastructure. This specialized construction trade requires precision and understanding of structural requirements for Zambia's growing construction industry.",Rebar cutting and bending; Reinforcement installation; Tying techniques; Measurement; Safety procedures,"Steel fixing skills, Basic math, Physical strength","Blueprint reading, Structural requirements",4,Grade 12 Certificate,Steel fixing certification,Lusaka,Lusaka Province,4000,7000,Contract,Full-time (Monday-Friday),"English (Basic), Bemba",22/12/2025,07/11/2025,"Tool allowance, Site benefits, Overtime","Site foreman, Supervisor, Quality inspector",Medium (51-200),Construction
JOB000231,Mine Sampler,Barrick Gold Corporation,Mining,Blue,"Barrick Gold Corporation requires Mine Samplers for our gold mining operations in North-Western Province. You will collect and prepare ore samples for analysis, ensuring accurate representation of mineral content. This technical role requires attention to detail and understanding of sampling protocols in precious metal mining operations.",Sample collection; Preparation and labeling; Data recording; Quality control; Equipment maintenance,"Attention to detail, Basic literacy, Methodical work","Sampling protocols, Basic geology, Laboratory procedures",2,Grade 12 Certificate,Sampling certification,Kalulushi,Copperbelt Province,3800,6500,Permanent,Shift work,English (Basic),25/12/2025,10/11/2025,"Mining benefits, Training, Career progression","Laboratory technician, Quality controller, Supervisor",Large (201-1000),Mining
JOB000232,Community Security Guard,Neighborhood Watch,Security,Blue,"Neighborhood Watch is hiring Community Security Guards for residential areas in Kitwe. You will patrol communities, monitor suspicious activities, and work with residents to improve local security. This trusted role requires integrity and good community relations while helping to create safer neighborhoods in urban Zambia.",Community patrols; Incident reporting; Resident communication; Emergency response; Security monitoring,"Observation skills, Communication, Integrity","First aid, Conflict resolution, Emergency procedures",1,Grade 10 Certificate,"Security license, First aid",Kitwe,Copperbelt Province,2200,4000,Permanent,Shift work including nights,"Bemba, English (Basic)",18/12/2025,03/11/2025,"Uniform, Training, Community support","Security supervisor, Team leader, Coordinator",Small (1-50),Security
JOB000233,Crop Sprayer Assistant,Agri-Chem Zambia,Agriculture,Blue,"Agri-Chem Zambia needs Crop Sprayer Assistants for agricultural chemical applications in Central Province. You will support licensed sprayers in preparing and applying pesticides, herbicides, and fertilizers to commercial crops. This important agricultural role requires strict adherence to safety protocols and environmental regulations.",Chemical mixing; Equipment preparation; Field marking; Safety procedures; Record keeping,"Basic literacy, Attention to detail, Safety awareness","Chemical handling, Equipment operation, Environmental care",1,Grade 10 Certificate,Chemical handling certification,Kabwe,Central Province,2500,4500,Seasonal,Full-time (Monday-Saturday),"English (Basic), Bemba",28/12/2025,12/11/2025,"Protective equipment, Training, Seasonal bonus","Licensed sprayer, Equipment operator, Supervisor",Medium (51-200),Agriculture
